name,price.Ask,date,TSI,age,days,special,keep,defn,play,wing,pase,score,sp,form,stamina,wage,playerId,link,priceSell,Date.Sell,sold?
Gottlieb Gagliardi,595000,4/6/2020,7040,21,88,Quick,1,5,10,4,6,3,4,5,7,972,438981989,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=438981989,387600,3/20/2020,Sin Vender
Davide Nave,5200000,4/6/2020,54110,21,89,Powerful,1,3,13,10,6,4,2,6,8,13092,438898998,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=438898998,3585000,11/22/2019,Sin Vender
Sergio Ballerini,950000,4/5/2020,8640,21,90,-,1,3,11,5,7,3,3,3,7,2340,440635524,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=440635524,750000,3/30/2020,Sin Vender
Zsolt Boros,4235040,4/6/2020,71520,21,94,Unpredictable,1,3,12,4,13,3,2,7,7,7476,438791805,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=438791805,4406400,4/6/2020,Vendido
David Risch,2000000,4/3/2020,22650,21,96,-,1,4,13,4,5,3,1,4,8,4836,438763359,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=438763359,2040000,4/3/2020,Vendido
JoaquÃ­n Ribera Egea,5500000,4/5/2020,41190,21,96,Powerful,1,10,13,3,5,2,8,5,7,11724,439022623,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=439022623,4500000,2/9/2020,Sin Vender
Dariusz Kosak,12500,4/4/2020,2380,21,102,Head,1,5,7,6,5,4,4,8,7,444,438734749,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=438734749,14000,4/4/2020,Vendido
Franz Roggen,23000,4/3/2020,2780,21,104,Head,1,5,8,2,6,2,5,6,8,708,444856613,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=444856613,106000,4/3/2020,Vendido
Krzysztof Wochna,2995740,4/6/2020,37160,21,104,Unpredictable,1,2,14,2,5,4,3,6,8,8700,438742824,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=438742824,3376000,4/6/2020,Vendido
Harald Lichtlein,1530000,4/4/2020,26880,21,106,Technical,1,4,9,6,11,4,2,8,8,1740,438622279,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=438622279,1530000,4/4/2020,Vendido
Bogdan Nadolu,749000,4/4/2020,10670,21,108,-,1,3,11,4,6,2,2,6,8,1380,438690929,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=438690929,812000,4/4/2020,Vendido
èŒƒ (Fan)  é¡ºæµ· (Shunhai),0,4/6/2020,1920,21,110,-,1,5,7,5,5,3,1,7,8,444,443562339,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=443562339,40000,4/6/2020,Vendido
Edwin OicatÃ¡,2250000,4/4/2020,24250,21,110,Technical,1,3,13,3,5,3,2,7,7,7250,438649954,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=438649954,2485000,4/4/2020,Vendido
Chahid Quernin,450000,4/6/2020,5460,21,110,-,1,4,10,4,7,3,1,4,6,1332,438930532,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=438930532,1000,10/28/2018,Sin Vender
Mario De Dobbelaere,749000,4/4/2020,8170,21,111,-,2,5,10,5,5,3,1,6,8,972,440756471,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=440756471,749000,4/4/2020,Vendido
JÃ¡nos PÃ©ter,2999820,4/4/2020,18600,22,0,-,1,5,8,10,7,8,1,4,6,2316,438530198,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=438530198,2999820,4/4/2020,Vendido
æ½˜ (Pan) å¾·æž— (Delin),3700000,4/6/2020,47420,22,5,Quick,1,5,14,3,6,4,3,7,7,16404,441338774,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=441338774,31000,6/18/2019,Sin Vender
Sven-Olle Duvlund,488088,4/5/2020,8120,22,6,-,1,5,10,3,6,2,2,7,7,2172,440611792,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=440611792,283000,2/2/2020,Sin Vender
Albert Buchwald,125000,4/3/2020,2490,22,15,-,1,4,8,3,7,3,3,3,6,708,442836207,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=442836207,1000,4/16/2019,Sin Vender
Maciej RÃ³Å¼aÅ„ski,4000000,4/6/2020,45900,22,15,-,1,3,13,4,10,6,4,3,7,16188,438145411,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=438145411,1884000,3/21/2019,Sin Vender
Maximiliano Bulnes,102000,4/3/2020,4650,22,20,Powerful,1,2,8,4,8,3,2,4,7,996,438645485,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=438645485,102000,4/3/2020,Vendido
Tobias Scheibenpflug,555000,4/6/2020,15920,22,24,-,1,6,10,6,6,3,8,7,8,2868,441281147,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=441281147,695000,4/6/2020,Vendido
Nestoras Evgenikos,2950000,4/5/2020,30710,22,27,-,1,5,13,5,8,6,2,4,8,9324,437950782,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=437950782,101000,9/4/2018,Sin Vender
Leen Huurman,4600000,4/4/2020,73780,22,27,-,1,4,13,3,11,6,3,5,7,14748,437885142,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=437885142,645000,2/17/2019,Sin Vender
Jaume Masip,1150000,4/6/2020,17610,22,29,-,1,2,11,3,9,4,1,6,7,4260,437943941,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=437943941,1150000,4/6/2020,Vendido
Daniel Barnby,3525000,4/3/2020,54650,22,29,-,1,3,13,3,10,5,1,8,8,8868,440337307,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=440337307,3525000,4/3/2020,Vendido
Andreas Schlick,4783000,4/6/2020,58190,22,34,Quick,1,7,14,2,8,2,6,7,8,13596,438056386,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=438056386,4783000,4/6/2020,Vendido
Benjamin Auffray,3000000,4/3/2020,28070,22,34,-,1,5,13,4,8,4,1,5,8,10020,438710258,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=438710258,6000,5/3/2019,Sin Vender
Kevin Glattauer,3560000,4/5/2020,32450,22,36,-,1,8,11,9,6,3,3,7,8,3660,437970007,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=437970007,2754000,3/9/2020,Sin Vender
Gusten KÃ¤rrer,249000,4/4/2020,3590,22,38,-,1,3,10,4,6,4,2,2,7,1956,439395833,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=439395833,255000,4/4/2020,Vendido
Dan Christie,3400000,4/5/2020,20620,22,39,Quick,1,8,8,10,6,4,1,7,6,1644,437754224,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=437754224,2625000,2/19/2020,Sin Vender
Willy Weikinger,2000000,4/4/2020,13590,22,40,Quick,1,6,10,4,7,4,4,7,8,2292,440686620,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=440686620,51000,5/14/2019,Sin Vender
Baudelio CerÃ³n,140000,4/6/2020,9310,22,42,-,1,7,8,3,9,4,5,6,8,876,443609200,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=443609200,266000,4/6/2020,Vendido
Davide Caetta,128000,4/6/2020,3940,22,43,Head,1,5,9,5,5,2,4,6,8,876,447157792,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=447157792,128000,4/6/2020,Vendido
Marinus StÃ¸rum,2000000,4/5/2020,25210,22,43,-,1,3,13,4,6,3,6,5,8,11580,437849348,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=437849348,752250,2/20/2019,Sin Vender
Aaron Hopffgarten,2615000,4/4/2020,33250,22,43,-,1,4,13,7,6,3,1,7,8,8988,440503785,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=440503785,2015001,3/25/2020,Sin Vender
JÄnis TÄ«rums,150000,4/5/2020,3580,22,44,-,1,4,9,5,6,5,2,2,8,1116,437679000,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=437679000,1125000,9/30/2018,Sin Vender
Amadeusz SzkoÅ‚uda,7231000,4/6/2020,102040,22,51,Head,1,14,11,4,8,4,6,8,8,12732,437837658,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=437837658,7231000,4/6/2020,Vendido
Cuno Ulrich Kalloch,2550000,4/6/2020,18370,22,53,Quick,2,5,8,4,9,9,3,6,7,1380,437647844,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=437647844,408080,8/13/2018,Sin Vender
Pirmin Opp,5781000,4/5/2020,62720,22,57,-,1,10,13,3,8,4,1,6,8,9396,437771168,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=437771168,5781000,4/5/2020,Vendido
Tim Irmar,500000,4/6/2020,7180,22,58,Technical,1,3,8,8,7,4,2,7,8,756,441284741,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=441284741,500000,4/6/2020,Vendido
Camilo Duarte,6600000,4/3/2020,49430,22,60,-,1,9,13,5,8,5,4,7,7,8052,437865587,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=437865587,1615680,8/30/2018,Sin Vender
Rainer Bohner,665000,4/6/2020,10950,22,66,Unpredictable,1,4,10,4,8,5,7,5,8,2100,440378274,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=440378274,665000,4/6/2020,Vendido
Alfio Olivieri,4539000,4/4/2020,35220,22,69,Head,1,3,11,11,9,2,5,5,8,3996,437008054,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=437008054,4539000,4/4/2020,Vendido
Diego Javier Eiras,650000,4/4/2020,2680,22,69,-,1,6,9,4,5,4,6,2,8,970,440171816,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=440171816,561000,2/4/2019,Sin Vender
Matej OstrochovskÃ½,750000,4/3/2020,17390,22,70,-,1,3,11,4,9,3,5,6,7,3660,441563004,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=441563004,1024080,4/3/2020,Vendido
Carlos Mario Agudelo,2650000,4/6/2020,29250,22,70,Powerful,1,4,12,3,8,5,4,7,7,5010,437518023,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=437518023,28000,3/4/2019,Sin Vender
SÅ‚awomir PakuÅ‚a,300000,4/4/2020,3690,22,72,-,1,3,9,5,5,4,8,4,8,1140,438743465,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=438743465,300000,4/4/2020,Vendido
Fredrik Gangbom,2490000,4/6/2020,25620,22,74,Powerful,1,4,13,4,8,3,4,5,6,11148,437970477,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=437970477,2490000,4/6/2020,Vendido
GÃ¶khan Raki,250000,4/5/2020,6870,22,77,-,1,5,9,3,6,6,3,6,8,1236,436968048,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=436968048,128000,10/15/2019,Sin Vender
Jake MÃ¤kinen,2865000,4/4/2020,47900,22,84,-,1,2,14,4,6,5,3,6,8,16932,438791335,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=438791335,2865000,4/4/2020,Vendido
Heorhii Simakov,7250000,4/3/2020,70530,22,84,Head,1,6,13,3,11,4,3,6,7,8868,436930671,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=436930671,811000,6/16/2019,Sin Vender
Luis Bivar,5000000,4/3/2020,63150,22,92,-,1,10,13,3,6,4,4,7,7,12252,436810689,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=436810689,5000000,4/3/2020,Vendido
Mike Guldberg,638000,4/4/2020,10630,22,93,Technical,1,5,9,9,6,3,3,6,7,1308,437790581,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=437790581,800000,4/4/2020,Vendido
Simon Breithaupt,6699996,4/4/2020,74740,22,93,-,1,3,13,13,5,5,1,7,8,12108,436837922,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=436837922,5722000,2/12/2020,Sin Vender
Heare Offringa,3866000,4/4/2020,61810,22,94,-,1,5,14,5,10,2,1,5,7,17580,436688847,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=436688847,3944000,4/4/2020,Vendido
Isidoro Silva Fonte,4300000,4/6/2020,47720,22,94,Unpredictable,1,7,13,6,8,3,3,6,7,4980,438073895,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=438073895,417180,6/20/2019,Sin Vender
Jaroslav KozohorskÃ½,1999999,4/6/2020,29830,22,104,Quick,1,2,12,5,10,5,5,5,7,6324,438515097,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=438515097,927000,9/9/2019,Sin Vender
Jong-Duck Choon,105000,4/6/2020,3620,22,108,-,1,5,7,7,6,3,4,7,7,444,449582126,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=449582126,120360,4/6/2020,Vendido
Kenni Fausing,1550000,4/3/2020,28370,22,108,-,1,5,13,4,5,5,2,6,7,7884,436663554,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=436663554,1581000,4/3/2020,Vendido
Amirreza Shadegan,4392321,4/5/2020,61380,22,109,-,1,10,12,4,9,4,1,6,7,9780,436512448,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=436512448,1221000,1/17/2019,Sin Vender
Sergio Caldirola,242000,4/5/2020,16030,23,0,-,1,2,9,3,9,7,5,7,8,2148,439339101,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=439339101,150000,12/1/2018,Sin Vender
AntonÃ­n JÅ¯na,5500000,4/6/2020,47720,23,1,-,1,3,12,4,11,9,4,4,7,7452,436475829,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=436475829,2900000,12/5/2019,Sin Vender
Silvestr SkÃ¡cel,9975000,4/3/2020,147320,23,5,-,1,3,14,6,7,13,1,7,7,23388,436119935,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=436119935,92820,5/30/2018,Sin Vender
Elyashiv Uziely,300000,4/4/2020,1420,23,5,-,1,7,7,4,5,3,3,2,8,492,437949742,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=437949742,250000,9/7/2018,Sin Vender
Mihovil Baljkas,2605000,4/3/2020,37950,23,6,-,1,3,14,3,6,3,4,6,8,17436,436829697,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=436829697,1800000,1/12/2020,Sin Vender
Pere Anton Miravent,128000,4/4/2020,4390,23,7,Technical,1,4,7,8,5,4,2,4,8,804,436426109,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=436426109,128000,4/4/2020,Vendido
Kenny Hallworth,9995000,4/3/2020,136160,23,7,-,1,4,13,7,7,13,2,6,7,21156,436078788,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=436078788,233000,5/28/2018,Sin Vender
Steven van Gennep,525000,4/6/2020,8050,23,8,-,1,7,9,6,8,2,1,4,5,1404,436114992,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=436114992,305000,3/25/2020,Sin Vender
Menelao Dirminti,350000,4/3/2020,7600,23,9,-,1,3,10,3,6,2,4,6,8,3252,438963153,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=438963153,50000,3/31/2019,Sin Vender
Konrad VikkelsÃ¸,3000,4/6/2020,1690,23,10,Technical,1,5,7,4,7,4,5,3,8,516,439083114,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=439083114,30000,4/6/2020,Vendido
Edgars Valdis SÄ«lis,7000000,4/6/2020,110560,23,12,-,1,12,12,4,9,3,2,7,8,13524,436065936,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=436065936,5100000,11/18/2019,Sin Vender
Jeremias PaixÃ£o,2500000,4/6/2020,35670,23,14,Powerful,1,6,13,2,6,4,4,6,7,13116,437999239,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=437999239,1873000,10/12/2019,Sin Vender
Patrick Povlsen,48000,4/5/2020,2820,23,17,-,1,5,8,3,6,4,6,5,8,684,442570671,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=442570671,3000,11/18/2019,Sin Vender
Dan Luhio,3000000,4/3/2020,29280,23,17,Resilient,1,2,11,9,9,4,4,7,7,3732,437891988,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=437891988,422000,1/14/2019,Sin Vender
Mateusz Czuchraj,3515000,4/4/2020,55730,23,18,-,1,3,14,5,8,2,5,7,8,17868,437590081,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=437590081,3515000,4/4/2020,Vendido
Endre KenÃ©z,2150000,4/3/2020,34290,23,20,Powerful,1,3,12,4,10,3,4,5,8,7572,435919637,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=435919637,1500000,9/18/2019,Sin Vender
Horace Davis,8200000,4/5/2020,107560,23,23,Head,1,13,12,4,8,4,3,7,8,12012,436483828,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=436483828,5689000,1/8/2020,Sin Vender
Yousef Darzi,2763000,4/3/2020,26150,23,24,Head,1,10,12,2,5,5,2,3,7,6828,436623962,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=436623962,2763000,4/3/2020,Vendido
CÄƒtÄƒlin DurcÄƒ,204000,4/3/2020,10110,23,29,Head,1,3,10,4,6,4,2,7,6,2100,437012640,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=437012640,878000,4/3/2020,Vendido
Carlos Cesar Aita,38000,4/3/2020,2420,23,32,Powerful,1,5,8,6,5,3,4,2,8,852,442691184,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=442691184,38000,4/3/2020,Vendido
Martie Leitzagoiena,5000,4/5/2020,1090,23,33,-,1,4,7,2,5,5,2,4,7,468,436799289,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=436799289,1000,7/4/2018,Sin Vender
Philippe Diot,400000,4/3/2020,4010,23,34,Technical,1,4,7,8,7,5,1,3,7,636,436907008,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=436907008,400000,4/3/2020,Vendido
Anselmo Corrocher,9000000,4/6/2020,145820,23,34,-,1,4,11,12,13,6,2,7,8,12276,435901033,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=435901033,3700000,11/15/2018,Sin Vender
Lorenzo Rooij,1000,4/4/2020,2550,23,41,-,1,5,7,3,6,3,6,5,9,564,440377297,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=440377297,1000,4/4/2020,Vendido
Rino Rigoni,3069180,4/3/2020,41630,23,41,Powerful,1,7,13,3,8,4,6,8,6,9564,435705177,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=435705177,3069180,4/3/2020,Vendido
Szabolcs Petrecz,11999999,4/3/2020,164720,23,48,Technical,1,3,14,5,9,13,1,7,8,21588,435783552,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=435783552,5250000,5/28/2019,Sin Vender
Johannes Vaher,2199000,4/6/2020,41190,23,49,-,1,3,14,3,5,3,3,8,8,13836,435612887,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=435612887,1325000,12/29/2019,Sin Vender
Ignaz KlÃ¤usli,408000,4/6/2020,8300,23,50,Quick,1,8,8,3,8,2,7,6,8,852,438120960,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=438120960,408000,4/6/2020,Vendido
Juuso Sundell,3000,4/6/2020,3380,23,51,Powerful,1,4,8,5,5,4,3,6,7,972,440296787,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=440296787,6000,4/6/2020,Vendido
Anestis Sartzetakis,5000000,4/5/2020,117580,23,52,-,1,5,14,4,11,4,10,7,8,22788,435551993,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=435551993,5100000,2/29/2020,Sin Vender
Lorenzo Incarbona,60000,4/6/2020,3690,23,54,Technical,1,5,8,4,6,5,5,4,8,708,440240027,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=440240027,60000,4/6/2020,Vendido
LÃ©o Beauvillain,2100000,4/5/2020,24070,23,56,Powerful,1,4,10,7,9,4,11,8,9,2652,435656743,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=435656743,1275000,1/15/2019,Sin Vender
Anas Dahmane,6750000,4/5/2020,108720,23,61,Head,1,11,12,3,13,3,3,5,8,9204,435337904,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=435337904,6750000,4/5/2020,Vendido
Stefan Gotzev,7500000,4/6/2020,120200,23,63,-,1,5,13,14,5,4,5,7,8,14316,435444718,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=435444718,2150000,4/7/2019,Sin Vender
Horst-Anton Scheinhart,1599999,4/4/2020,21800,23,65,Head,1,4,13,3,6,4,2,6,4,9156,435821458,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=435821458,1599999,4/4/2020,Vendido
Liad Kasten,2500000,4/3/2020,32000,23,66,-,1,9,10,9,5,3,5,7,8,3036,437562225,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=437562225,2601000,4/3/2020,Vendido
Filomeno Carris,9021000,4/6/2020,121160,23,73,Technical,1,14,13,5,6,4,2,5,7,17076,435534447,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=435534447,9202000,4/6/2020,Vendido
GrÃ©gory Baudin,4150000,4/4/2020,53770,23,73,Technical,1,3,11,10,11,5,3,5,8,5172,434914490,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=434914490,2920000,3/30/2019,Sin Vender
Fryderyk JasieÅ„ski,4350000,4/3/2020,53170,23,78,-,1,7,12,10,7,5,1,7,9,5988,435252309,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=435252309,3247680,2/7/2020,Sin Vender
Darwish Al-Qubaisi,3500000,4/4/2020,39510,23,85,Powerful,1,5,12,3,10,4,2,5,8,10476,434838408,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=434838408,2318460,3/26/2020,Sin Vender
Effi Rosner,4335243,4/6/2020,32670,23,96,Technical,1,10,9,2,11,2,3,4,8,3348,434770015,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=434770015,3919860,4/8/2019,Sin Vender
Kalle Sainio,41000,4/3/2020,3940,23,97,-,1,7,7,4,6,5,5,5,9,612,438715560,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=438715560,43000,4/3/2020,Vendido
Libor PetrÃ¡k,7499999,4/6/2020,130540,23,97,Unpredictable,1,3,12,4,13,10,1,7,8,11580,434771043,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=434771043,2900000,9/25/2019,Sin Vender
Immo Hetta,1365000,4/4/2020,16450,23,100,-,1,2,12,4,7,3,2,5,8,4260,438690200,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=438690200,1015001,2/17/2020,Sin Vender
Oliver Zerkall,8864223,4/6/2020,96980,23,100,Quick,1,3,14,3,12,3,4,7,7,10188,436093964,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=436093964,2639760,8/12/2019,Sin Vender
Jakub Stanczewski,250000,4/6/2020,6260,23,102,-,1,4,8,7,7,3,4,8,8,468,446335108,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=446335108,250000,4/6/2020,Vendido
Erhan Akdoru,5000000,4/6/2020,71750,23,103,Quick,1,10,13,3,5,8,4,6,7,14988,434594994,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=434594994,4000000,12/18/2019,Sin Vender
Adam DoktÃ³r,7100000,4/4/2020,76910,23,104,Unpredictable,2,3,12,5,11,11,12,5,8,9084,434509229,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=434509229,5784000,2/21/2020,Sin Vender
Aleksi Pihala,106080,4/6/2020,3610,23,109,-,1,4,9,5,5,2,4,6,8,636,436010850,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=436010850,124001,4/6/2020,Vendido
BogusÅ‚aw Ropelewski,3000000,4/4/2020,60950,23,109,Powerful,1,4,14,3,6,3,6,7,7,18756,439870746,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=439870746,2490000,3/30/2020,Sin Vender
Jorma Larsson,4600000,4/6/2020,91540,24,0,Technical,1,4,14,3,12,5,3,6,8,19188,435468798,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=435468798,4043000,12/28/2019,Sin Vender
Arturo Cosio,46000,4/6/2020,5090,24,2,-,1,4,8,6,5,3,9,7,8,1068,442336336,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=442336336,46000,4/6/2020,Vendido
Ismael Nakane,8260000,4/4/2020,122480,24,6,Unpredictable,2,10,11,13,5,9,4,7,7,11436,434510322,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=434510322,8767000,4/4/2020,Vendido
Juanma GordÃ³n,728280,4/5/2020,12590,24,11,-,1,4,10,4,10,4,8,4,7,2604,437780149,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=437780149,425000,3/9/2020,Sin Vender
Biagio Pascale,1500000,4/6/2020,22400,24,18,-,1,5,10,4,5,9,3,5,8,3756,437952189,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=437952189,24000,9/10/2018,Sin Vender
Henryk GÄ…gola,2551000,4/3/2020,49710,24,21,Head,1,11,12,2,5,3,1,6,7,8292,434029312,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=434029312,2876000,4/3/2020,Vendido
Tomo Rosin,1375000,4/6/2020,19000,24,25,-,1,9,10,3,9,3,5,3,8,2700,434382885,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=434382885,1375000,4/6/2020,Vendido
Milan Mens,2071000,4/6/2020,37980,24,28,-,1,3,11,9,9,4,1,7,7,5484,433807288,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=433807288,2071000,4/6/2020,Vendido
Tarmo Lindros,1492000,4/6/2020,23010,24,29,Technical,1,3,11,8,9,4,5,4,7,5292,433760578,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=433760578,1553000,4/6/2020,Vendido
Manuele Decandia,10000,4/4/2020,1030,24,35,-,1,4,7,3,5,4,5,7,6,492,450417384,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=450417384,10000,4/4/2020,Vendido
Homer Greber,7500000,4/6/2020,127380,24,35,Head,1,11,13,4,12,2,3,7,8,13188,434439549,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=434439549,4507000,6/17/2019,Sin Vender
